scenario,omitted_taxa,model_definition,trait,predictor,status,beta_std_within,se_cluster_taxon,z,p_value,ci_low,ci_high,n_observations,n_taxa,q_fdr_bh,fdr_significant_0_05
all_taxa,,taxon_mean_only,shape_solidity_median,chelsa_bio04,ok,0.001218598842966507,0.003973740133692893,0.30666294271085953,0.7590999389489205,-0.006569788702992942,0.009006986388925955,38289,141,0.9109199267387045,False
all_taxa,,taxon_mean_only,shape_solidity_median,chelsa_bio12,ok,5.9441716276263917e-05,0.0055090446127580356,0.010789841152966294,0.9913911193728017,-0.010738087313953894,0.010856970746506423,38289,141,0.9944495395025319,False
all_taxa,,taxon_mean_only,shape_solidity_median,chelsa_bio15,ok,-0.0015052301703038398,0.004507545349343246,-0.3339356686723414,0.7384281035183826,-0.010339856713697618,0.007329396373089938,38289,141,0.9109199267387045,False
all_taxa,,taxon_mean_only,shape_width_cv_median,chelsa_bio01,ok,-0.006662639946465824,0.010760274860493448,-0.6191886390307586,0.5357920952932753,-0.027752391136784734,0.014427111243853086,38289,141,0.838631105676431,False
all_taxa,,taxon_mean_only,shape_width_cv_median,chelsa_bio04,ok,-0.001595106638833635,0.006249647111405104,-0.2552314731375302,0.7985443237978807,-0.013844189893272421,0.010653976615605153,38289,141,0.9120645536073225,False
all_taxa,,taxon_mean_only,shape_width_cv_median,chelsa_bio12,ok,-0.002024621277585916,0.006120941682933787,-0.3307695747585539,0.7408185442787079,-0.014021446527606125,0.009972203972434295,38289,141,0.9109199267387045,False
all_taxa,,taxon_mean_only,shape_width_cv_median,chelsa_bio15,ok,-0.003763882592513262,0.004693685783367695,-0.8019034009159207,0.42260883869913923,-0.012963337682661615,0.005435572497635091,38289,141,0.7244722949128101,False
all_taxa,,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio01,ok,0.015831502826903616,0.003770319784796699,4.198981447340885,2.6811828446332217e-05,0.008441811838503278,0.023221193815303954,37042,142,0.00010724731378532887,True
all_taxa,,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio04,ok,0.006247748483153263,0.011714319431551951,0.5333428475857723,0.5937962723362149,-0.016711895706086277,0.029207392672392807,37042,142,0.6680208063782418,False
all_taxa,,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio12,ok,-7.577430755101895e-05,0.009777069757722847,-0.007750206291733296,0.9938162919616402,-0.019238478907023553,0.019086930291921513,37042,142,0.9938162919616402,False
all_taxa,,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio15,ok,-0.009461898903978094,0.004226026302709573,-2.238958829459124,0.02515859508698911,-0.01774475825500782,-0.0011790395529483674,37042,142,0.0566068389457255,False
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio01,ok,0.02327033815422539,0.021545358093045888,1.0800627241250758,0.2801142496317949,-0.018957787742163126,0.06549846405061391,40290,143,0.4201713744476923,False
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio04,ok,0.033481106919734445,0.015331813263183152,2.18376693904392,0.028979378126737846,0.0034313051062019456,0.06353090873326694,40290,143,0.06136809485662132,False
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio12,ok,-0.010274670359646602,0.012394417241903532,-0.8289756717975891,0.40711817367770553,-0.03456728176313979,0.01401794104384659,40290,143,0.5637020866306692,False
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio15,ok,-0.028326730566438564,0.015300996705697513,-1.8512996970903706,0.06412644965433972,-0.0583161330371717,0.0016626719042945742,40290,143,0.10993105655029665,False
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_chroma_median,chelsa_bio01,ok,0.01748547030950632,0.025052473524169897,0.6979538484547981,0.4852060568544855,-0.031616475521509924,0.06658741614052256,40290,143,0.6238363588129099,False
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_chroma_median,chelsa_bio04,ok,-0.04684744921909477,0.017648028625095784,-2.6545429075560842,0.007941593894178962,-0.08143694972241444,-0.012257948715775104,40290,143,0.020156856109546314,True
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_chroma_median,chelsa_bio12,ok,0.04752073128190796,0.01803027852453319,2.6356071658709044,0.008398690045644298,0.012182034742596916,0.082859427821219,40290,143,0.020156856109546314,True
all_taxa,,taxon_specific_cyclic_doy,corolla_lab_chroma_median,chelsa_bio15,ok,0.006326572323197103,0.010529940268912798,0.6008174938916641,0.5479615509997864,-0.014311731363229992,0.0269648760096242,40290,143,0.6461748339603416,False
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_sin_median,chelsa_bio01,ok,-0.061133631981785806,0.010473296637040377,-5.837095434266379,5.311867352273201e-09,-0.0816609161897894,-0.0406063477737822,40283,143,6.374240822727842e-08,True
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_sin_median,chelsa_bio04,ok,0.09117708122982757,0.007096872684498132,12.847501326744641,8.883346413676321e-38,0.07726746636534514,0.10508669609431,40283,143,3.198004708923476e-36,True
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_sin_median,chelsa_bio12,ok,-0.05059892232272501,0.010954456385689057,-4.619026315977453,3.855449627267146e-06,-0.07206926230889038,-0.02912858233655965,40283,143,2.3132697763602877e-05,True
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_sin_median,chelsa_bio15,ok,0.011442468832426937,0.01740240622648818,0.6575222232779723,0.5108451862871906,-0.022665620615825485,0.04555055828067936,40283,143,0.6341526450461675,False
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_cos_median,chelsa_bio01,ok,0.009033093234012708,0.006337692297020135,1.4252969078760578,0.15407139359667307,-0.0033885554132436838,0.0214547418812691,40283,143,0.252116825885465,False
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_cos_median,chelsa_bio04,ok,-0.037662343191922985,0.006763834013972489,-5.568194475813784,2.573924580901203e-08,-0.050919214256716056,-0.02440547212712992,40283,143,2.3165321228110828e-07,True
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_cos_median,chelsa_bio12,ok,-0.007755235780325159,0.009129787070525312,-0.8494432258296837,0.39563470909803566,-0.025649289625074213,0.010138818064423898,40283,143,0.5637020866306692,False
all_taxa,,taxon_specific_cyclic_doy,corolla_hue_cos_median,chelsa_bio15,ok,0.015991003572835276,0.005234146823301757,3.0551308766588967,0.0022496233042153648,0.005732264309369099,0.02624974283630145,40283,143,0.007362403541068466,True
all_taxa,,taxon_specific_cyclic_doy,shape_aspect_ratio_median,chelsa_bio01,ok,-0.01508252035890875,0.00715202400162137,-2.108846440600525,0.03495783852448193,-0.02910022981865267,-0.0010648108991648288,38289,141,0.06991567704896386,False
all_taxa,,taxon_specific_cyclic_doy,shape_aspect_ratio_median,chelsa_bio04,ok,0.02064297810740244,0.0033653959420077775,6.133892850386855,8.575428786429965e-10,0.014046923267349947,0.027239032947454934,38289,141,1.5435771815573938e-08,True
all_taxa,,taxon_specific_cyclic_doy,shape_aspect_ratio_median,chelsa_bio12,ok,-0.01329646524099374,0.003605574224404673,-3.687752466998279,0.00022624357676783778,-0.020363260864412838,-0.006229669617574641,38289,141,0.000814476876364216,True
all_taxa,,taxon_specific_cyclic_doy,shape_aspect_ratio_median,chelsa_bio15,ok,-0.003556725002466271,0.0029490094786483022,-1.2060744559208805,0.22778878308461414,-0.009336677370684185,0.0022232273657516433,38289,141,0.3565389648280917,False
all_taxa,,taxon_specific_cyclic_doy,shape_circularity_median,chelsa_bio01,ok,-0.026545227803290956,0.013429496461566902,-1.9766361217830621,0.04808277604589871,-0.05286655719847018,-0.00022389840811173553,38289,141,0.09110420724486071,False
all_taxa,,taxon_specific_cyclic_doy,shape_circularity_median,chelsa_bio04,ok,0.035215461461116114,0.007170639751825232,4.911062705688469,9.058411201941473e-07,0.02116126580142743,0.0492696571208048,38289,141,6.522056065397861e-06,True
all_taxa,,taxon_specific_cyclic_doy,shape_circularity_median,chelsa_bio12,ok,-0.011498371230001523,0.004307096103254978,-2.66963423948491,0.007593391315574593,-0.01994012447033409,-0.0030566179896689555,38289,141,0.020156856109546314,True
all_taxa,,taxon_specific_cyclic_doy,shape_circularity_median,chelsa_bio15,ok,-0.006830823914777095,0.009028938111374389,-0.75654787202183,0.4493207816313196,-0.024527217431711993,0.010865569602157805,38289,141,0.5990943755084261,False
all_taxa,,taxon_specific_cyclic_doy,shape_solidity_median,chelsa_bio01,ok,-0.024016525418191603,0.012420757193635815,-1.9335798167359122,0.053164810797510266,-0.048360762178434595,0.0003277113420513886,38289,141,0.09569665943551847,False
all_taxa,,taxon_specific_cyclic_doy,shape_solidity_median,chelsa_bio04,ok,0.023148606306223504,0.005432842505135282,4.260864599763892,2.0363758151184578e-05,0.012500430662479987,0.03379678194996702,38289,141,9.163691168033061e-05,True
all_taxa,,taxon_specific_cyclic_doy,shape_solidity_median,chelsa_bio12,ok,-0.0010798030186652044,0.0047745406348432915,-0.22615851476581797,0.8210781351144983,-0.010437730705681061,0.008278124668350654,38289,141,0.869376848944763,False
all_taxa,,taxon_specific_cyclic_doy,shape_solidity_median,chelsa_bio15,ok,-0.004345872481027694,0.007388993130193089,-0.5881548953225414,0.5564283292436275,-0.018828032898220028,0.01013628793616464,38289,141,0.6461748339603416,False
all_taxa,,taxon_specific_cyclic_doy,shape_width_cv_median,chelsa_bio01,ok,0.029777123950869643,0.009914022780127396,3.0035359622692943,0.002668620078864193,0.010345996359910285,0.049208251541829,38289,141,0.008005860236592579,True
all_taxa,,taxon_specific_cyclic_doy,shape_width_cv_median,chelsa_bio04,ok,-0.03252361535543369,0.007388344592641915,-4.402016574568558,1.0724936153193069e-05,-0.047004504662383095,-0.018042726048484278,38289,141,5.515681450213578e-05,True
all_taxa,,taxon_specific_cyclic_doy,shape_width_cv_median,chelsa_bio12,ok,0.0025109045339738885,0.005804298630921539,0.43259396072376727,0.6653097776627908,-0.008865311738147471,0.013887120806095249,38289,141,0.7257924847230445,False
all_taxa,,taxon_specific_cyclic_doy,shape_width_cv_median,chelsa_bio15,ok,0.00036190116678135254,0.009062657390204685,0.03993322832357219,0.9681463598512815,-0.017400580922245588,0.018124383255808296,38289,141,0.9938162919616402,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio01,ok,0.008225997131874172,0.006390425035403254,1.2872378732716154,0.1980113902889985,-0.004299005783419307,0.02075100004716765,26782,141,0.396022780577997,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio04,ok,0.01760026391822665,0.005545013108345432,3.1740707504798604,0.0015031704537733235,0.006732237932067106,0.02846828990438619,26782,141,0.023057707296891446,True
omit_rank_01,Cirsium vulgare,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio12,ok,-0.0034323589076955706,0.009917940090963773,-0.34607578551747753,0.7292857606906117,-0.022871164286810474,0.01600644647141933,26782,141,0.7721849230841771,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,orientation_angle_degrees_median,chelsa_bio15,ok,-0.006947572908151421,0.00588932140318499,-1.1796898882771316,0.2381235770472505,-0.018490430751774894,0.004595284935472054,26782,141,0.4286224386850509,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio01,ok,0.055028428744365664,0.019203111083873375,2.865599667888091,0.004162202287695978,0.017391022628851928,0.09266583485987939,29149,142,0.029967856471411043,True
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio04,ok,0.01898383077046837,0.022909270433763756,0.8286527860132088,0.40730090936643837,-0.025917514191796893,0.06388517573273364,29149,142,0.563955105276607,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio12,ok,-0.01153304556773952,0.01725870824595177,-0.6682450043991404,0.5039772121734025,-0.04535949214948944,0.0222934010140104,29149,142,0.5929154812692875,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_lightness_median,chelsa_bio15,ok,-0.008292943332466184,0.019216318577325902,-0.43155734013753067,0.6660631692976683,-0.04595623565947292,0.02937034899454055,29149,142,0.7266143665065472,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio01,ok,-0.015826371190720646,0.012113160314794218,-1.3065435261672675,0.1913677872503472,-0.03956772914667718,0.007914986765235884,29149,142,0.396022780577997,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio04,ok,-0.024278139345934542,0.01149318056715477,-2.1123951898325384,0.03465256723995887,-0.046804359325373524,-0.0017519193664955607,29149,142,0.17821320294835988,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio12,ok,0.019808895865793274,0.011017226822739574,1.797992923673649,0.07217812916062222,-0.001784471916284943,0.04140226364787149,29149,142,0.21423663220765565,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_lab_chroma_median,chelsa_bio15,ok,0.016171412293966868,0.015000147628828847,1.0780835425170725,0.28099647537648,-0.013228336821321563,0.045571161409255295,29149,142,0.4752480207166792,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_sin_median,chelsa_bio01,ok,-0.007653660560782083,0.011632472693342555,-0.6579564605522257,0.5105661088707754,-0.03045288809087913,0.015145566969314964,29144,142,0.5929154812692875,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_sin_median,chelsa_bio04,ok,0.05089317193790903,0.008978333760645696,5.668442864196768,1.4410110663108314e-08,0.0332959611258634,0.06849038274995466,29144,142,5.187639838718993e-07,True
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_sin_median,chelsa_bio12,ok,-0.040478355319109455,0.013614397835357731,-2.9732020327761965,0.002947103959082382,-0.06716208474761068,-0.013794625890608227,29144,142,0.02652393563174144,True
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_sin_median,chelsa_bio15,ok,0.013006105871206354,0.018728692660174767,0.6944481447369208,0.4874012098488638,-0.02370145722025585,0.04971366896266856,29144,142,0.5929154812692875,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_cos_median,chelsa_bio01,ok,-0.014218168285975896,0.006977218581109187,-2.0377988908748788,0.041570049349199015,-0.027893265417213563,-0.00054307115473823,29144,142,0.1785057315793923,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_cos_median,chelsa_bio04,ok,-0.0168157328699137,0.008564042947506623,-1.9635273868879317,0.04958492543872009,-0.03360094860908093,-3.0517130746469945e-05,29144,142,0.1785057315793923,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_cos_median,chelsa_bio12,ok,0.0014381833773132635,0.015074262546525809,0.0954065495989868,0.9239919139836859,-0.028106828307378363,0.03098319506200489,29144,142,0.9239919139836859,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,corolla_hue_cos_median,chelsa_bio15,ok,0.011078177353521821,0.008321346080494061,1.3312963126831132,0.18309153103150444,-0.005231361267140081,0.027387715974183723,29144,142,0.396022780577997,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio01,ok,-0.017894258328420582,0.0057684180626868,-3.102108434922596,0.001921475608074287,-0.029200149979057025,-0.006588366677784141,27828,140,0.023057707296891446,True
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio04,ok,0.011745013940830582,0.0067164914550181636,1.7486829276102787,0.08034584272327172,-0.0014190674134760429,0.024909095295137205,27828,140,0.21423663220765565,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio12,ok,-0.009176474971371766,0.005725291749599843,-1.6027960447628082,0.10897969036294021,-0.020397840601571772,0.002044890658828239,27828,140,0.2615512568710565,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_aspect_ratio_median,chelsa_bio15,ok,-0.0038746806525572003,0.005217193095799416,-0.7426753392886436,0.457678263565236,-0.014100191220715083,0.0063508299156006835,27828,140,0.5929154812692875,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_circularity_median,chelsa_bio01,ok,-0.01602157029050805,0.00865273175113826,-1.8516198989296562,0.06408042355969078,-0.03298061289062523,0.0009374723096091317,27828,140,0.20971774983171526,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_circularity_median,chelsa_bio04,ok,0.016718746530700337,0.006029793082442512,2.7726899251952455,0.005559506674486975,0.0049005692548842565,0.02853692380651642,27828,140,0.03335704004692185,True
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_circularity_median,chelsa_bio12,ok,-0.011551490379343948,0.006670331541517761,-1.731771548002475,0.08331424585853275,-0.0246250999656603,0.0015221192069724034,27828,140,0.21423663220765565,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_circularity_median,chelsa_bio15,ok,0.005588712683783809,0.005798376135988774,0.9638410052594472,0.33512564490815144,-0.005775895711570711,0.016953321079138328,27828,140,0.4954170667809056,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_solidity_median,chelsa_bio01,ok,-0.011738070974044125,0.005862506441065954,-2.0022273906295007,0.04526028108158335,-0.023228372457667484,-0.0002477694904207666,27828,140,0.1785057315793923,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_solidity_median,chelsa_bio04,ok,0.005428212418821778,0.005134614064338335,1.0571802185723334,0.2904293459935262,-0.004635446221794187,0.015491871059437742,27828,140,0.4752480207166792,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_solidity_median,chelsa_bio12,ok,-0.0013451589981049916,0.008384013056587925,-0.160443332927303,0.8725318569868676,-0.017777522634930897,0.015087204638720915,27828,140,0.8974613386150638,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_solidity_median,chelsa_bio15,ok,0.003423116631067047,0.005008062808449374,0.6835211062632285,0.4942776179579791,-0.006392506105808241,0.013238739367942336,27828,140,0.5929154812692875,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_width_cv_median,chelsa_bio01,ok,0.006541609663277619,0.006545178936901813,0.9994546713453363,0.3175744869603132,-0.006286705325420092,0.01936992465197533,27828,140,0.4954170667809056,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_width_cv_median,chelsa_bio04,ok,-0.008223379231889285,0.008690827178309941,-0.9462136414831391,0.3440396297089622,-0.025257087497238633,0.008810329033460063,27828,140,0.4954170667809056,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_width_cv_median,chelsa_bio12,ok,0.003479975241232719,0.0068962473289706765,0.5046186824845411,0.6138266853581742,-0.010036421152030352,0.01699637163449579,27828,140,0.690555021027946,False
omit_rank_01,Cirsium vulgare,taxon_mean_only,shape_width_cv_median,chelsa_bio15,ok,-0.006701853548006128,0.005463327068481285,-1.226698212279854,0.21993603988950816,-0.01740977783799224,0.004006070741979984,27828,140,0.4167209176853839,False
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio01,ok,0.014433205583196267,0.005735282833247916,2.5165638736289972,0.011850541779351005,0.0031922577888795108,0.025674153377513022,26782,141,0.02666371900353976,True
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio04,ok,0.018004341963661158,0.00535709596464144,3.3608399182123336,0.0007770584848741869,0.007504626811239078,0.02850405711608324,26782,141,0.0030211795714804243,True
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio12,ok,-0.008380160377183865,0.00879107045615436,-0.9532582430069333,0.3404592428816352,-0.025610341856800518,0.008850021102432788,26782,141,0.4613940885891119,False
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,orientation_angle_degrees_median,chelsa_bio15,ok,-0.005668411070745742,0.005403840419488926,-1.0489597454252428,0.2941966458579699,-0.016259743671145854,0.004922921529654372,26782,141,0.4273706448079636,False
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio01,ok,0.04718859316997503,0.018664783236299876,2.5282154404129975,0.011464397868029663,0.010606290247580315,0.08377089609236973,29149,142,0.02666371900353976,True
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio04,ok,0.024931020674200458,0.0231690089971094,1.0760503687193046,0.2819047305432417,-0.020479402517618442,0.07034144386601936,29149,142,0.4273706448079636,False
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio12,ok,-0.011023575819487126,0.01854652722392784,-0.5943741211705141,0.552261913313504,-0.047374101216677324,0.025326949577703074,29149,142,0.6413364154608434,False
omit_rank_01,Cirsium vulgare,taxon_specific_cyclic_doy,corolla_lab_lightness_median,chelsa_bio15,ok,-0.011782368954748306,0.017559144030972664,-0.671010439572984,0.5022138790507671,-0.0461976588548062,0.022632920945309585,29149,142,0.6234379188216419,False
