scale,scope,unit_id,member_endpoint_ids,n_registered_endpoints_in_unit,module,analysis_tier_metadata_only,validation_status,inferential_unit,predictor,environment_block,n_observations,n_taxa,status,beta_std,standard_error,confidence_low_95,confidence_high_95,p_value,p_value_method,beta_sine_std,beta_cosine_std,effect_magnitude,effect_direction_degrees,q_fdr_bh_global_family,fdr_significant_0_05,result_retained_regardless_of_q
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_bio04,thermal,2277,78,ok,-0.013829829783948684,0.009102703482187256,-0.03167080077098304,0.004011141203085674,0.12868444630387868,taxon_clustered_ols,,,,,0.3286670317761226,False,True
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_bio12,hydric,2277,78,ok,0.028126217428963186,0.015112376368671205,-0.00149349597444658,0.05774593083237295,0.06272469581978556,taxon_clustered_ols,,,,,0.21169584839177627,False,True
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_bio15,hydric,2277,78,ok,0.009889332902507944,0.010491467097010715,-0.01067356475262005,0.030452230557635938,0.3458818323662649,taxon_clustered_ols,,,,,0.6225872982592768,False,True
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,2277,78,ok,-0.018403402523193647,0.02057817216717425,-0.058735878838519724,0.02192907379213243,0.37115248026242986,taxon_clustered_ols,,,,,0.6403087962261028,False,True
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,2277,78,ok,-0.05149931738255926,0.013454505785572316,-0.07786966415206678,-0.02512897061305173,0.00012936557937620448,taxon_clustered_ols,,,,,0.0017464353215787605,True,True
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_sfcwind_mean,mechanical,2277,78,ok,-0.022172802622703085,0.016666059148389593,-0.05483767831776097,0.010492073072354804,0.18338103090257996,taxon_clustered_ols,,,,,0.40637056530836585,False,True
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_gsp,growing_season_water_input,2277,78,ok,0.00617169651064904,0.00568665824871431,-0.004973948849218624,0.017317341870516704,0.27779142873609597,taxon_clustered_ols,,,,,0.5357406125624707,False,True
within_taxon,within_taxon,bract_projection_peak_density,bract_projection_peak_density,1,armature,candidate,requires_botanical_calibration,linear_endpoint,chelsa_npp,resource_productivity,2277,78,ok,0.0031797403558935034,0.014164702922676508,-0.024582567224261696,0.0309420479360487,0.8223811995872158,taxon_clustered_ols,,,,,0.9386765297635904,False,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_bio01,thermal,40453,203,ok,,,,,0.0003,within_taxon_predictor_permutation_9999,-0.020089512343721732,-0.005112461103195988,0.02072982789943611,255.72220673493388,0.0035437499999999996,True,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_bio04,thermal,40453,203,ok,,,,,0.0001,within_taxon_predictor_permutation_9999,0.05332642810857114,-0.028238836695441815,0.06034185804837665,117.90331164449893,0.0014538461538461539,True,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_bio12,hydric,40453,203,ok,,,,,0.0001,within_taxon_predictor_permutation_9999,-0.04381629682711259,-0.0036354162953371174,0.04396685250597363,265.25706120749675,0.0014538461538461539,True,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_bio15,hydric,40453,203,ok,,,,,0.0005,within_taxon_predictor_permutation_9999,0.006346021661660986,0.02000915807905416,0.02099138866208829,17.596729206437118,0.0055588235294117645,True,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_rsds_mean,radiative_atmospheric,40453,203,ok,,,,,0.0001,within_taxon_predictor_permutation_9999,-0.027955949665953543,0.01945390109115997,0.03405861696237772,304.8331671665612,0.0014538461538461539,True,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_vpd_mean,radiative_atmospheric,40453,203,ok,,,,,0.4686,within_taxon_predictor_permutation_9999,0.0003233132118032571,-0.006319989423991844,0.006328253926028514,177.07145903741397,0.7142370967741936,False,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_sfcwind_mean,mechanical,40448,203,ok,,,,,0.0003,within_taxon_predictor_permutation_9999,0.01710480329232235,0.015933333100244203,0.023376171614539004,47.030749816065715,0.0035437499999999996,True,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_gsp,growing_season_water_input,40453,203,ok,,,,,0.4149,within_taxon_predictor_permutation_9999,-0.002663000544461637,0.004913755670693308,0.005588968302922608,331.54460582191797,0.6760008620689655,False,True
within_taxon,within_taxon,corolla_hue,corolla_hue_sin|corolla_hue_cos,2,colour,primary,frozen_technical,circular_joint,chelsa_npp,resource_productivity,40453,203,ok,,,,,0.0001,within_taxon_predictor_permutation_9999,-0.033585253863314804,-0.031054800060754614,0.04574242979856609,227.24180397058,0.0014538461538461539,True,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio01,thermal,40460,203,ok,-0.00816880892560219,0.008441713480484916,-0.024714263315158892,0.008376645463954514,0.3332082560018894,taxon_clustered_ols,,,,,0.6055419267726644,False,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio04,thermal,40460,203,ok,-0.01867892775592743,0.008481776067980897,-0.035302903374103745,-0.0020549521377511183,0.027648183239084027,taxon_clustered_ols,,,,,0.12745138127285074,False,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio12,hydric,40460,203,ok,0.03908349008897829,0.01485947447543262,0.009959455287938141,0.06820752489001844,0.008533295413309725,taxon_clustered_ols,,,,,0.05973306789316807,False,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio15,hydric,40460,203,ok,-0.0006989063297474722,0.013191829207033278,-0.026554416465736277,0.025156603806241334,0.9577476486341162,taxon_clustered_ols,,,,,0.9784557059018809,False,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,40460,203,ok,0.0010220601736449094,0.0064739085394779124,-0.011666567402938102,0.01371068775022792,0.8745562885329439,taxon_clustered_ols,,,,,0.9499490720271632,False,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,40460,203,ok,-0.028961896839613463,0.006352955174608612,-0.04141346017724371,-0.016510333501983214,5.144500837233444e-06,taxon_clustered_ols,,,,,0.000138901522605303,True,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_sfcwind_mean,mechanical,40455,203,ok,0.011168932479272285,0.005266782524652638,0.0008462284165481736,0.021491636541996394,0.03395238453676963,taxon_clustered_ols,,,,,0.15007347876124266,False,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_gsp,growing_season_water_input,40460,203,ok,-0.003498301646508369,0.002631047242738344,-0.008655059483898936,0.001658456190882198,0.1836424261710663,taxon_clustered_ols,,,,,0.40637056530836585,False,True
within_taxon,within_taxon,corolla_lab_chroma,corolla_lab_chroma,1,colour,primary,frozen_technical,linear_endpoint,chelsa_npp,resource_productivity,40460,203,ok,0.03457889595600916,0.015528604691056614,0.004143390031378463,0.06501440188063985,0.02596150874838203,taxon_clustered_ols,,,,,0.12415267454424525,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio01,thermal,40460,203,ok,0.035529852464154056,0.01852432619072297,-0.0007771597075350162,0.07183686463584313,0.055109677549850654,taxon_clustered_ols,,,,,0.19652318975324098,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio04,thermal,40460,203,ok,0.02048546468687831,0.014778593674542512,-0.00848004665737647,0.04945097603113309,0.16569868716365932,taxon_clustered_ols,,,,,0.3975186688908391,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio12,hydric,40460,203,ok,-0.009771502680792507,0.011577044046195164,-0.03246209205876889,0.012919086697183876,0.39864635768757106,taxon_clustered_ols,,,,,0.6648054784139348,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_bio15,hydric,40460,203,ok,-0.025366356622343288,0.016365640336884733,-0.05744242226657332,0.006709709021886744,0.12114717570310937,taxon_clustered_ols,,,,,0.31365501654640643,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,40460,203,ok,-0.0008404074662433161,0.028494150936053418,-0.05668791707095629,0.055007102138469655,0.9764705767790871,taxon_clustered_ols,,,,,0.992220102211008,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,40460,203,ok,0.03570955710838619,0.022820763149658092,-0.00901831676466252,0.08043743098143491,0.1176336461624986,taxon_clustered_ols,,,,,0.3087883211765588,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_sfcwind_mean,mechanical,40455,203,ok,0.003817623296701142,0.013700077027526642,-0.023034034262675637,0.03066928085607792,0.7805080125962138,taxon_clustered_ols,,,,,0.9228574010767728,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_gsp,growing_season_water_input,40460,203,ok,-0.005079985732094842,0.002225114998563936,-0.00944113099074005,-0.0007188404734496338,0.02242909266689502,taxon_clustered_ols,,,,,0.11794806735732083,False,True
within_taxon,within_taxon,corolla_lab_lightness,corolla_lab_lightness,1,colour,primary,frozen_technical,linear_endpoint,chelsa_npp,resource_productivity,40460,203,ok,0.028652067028447723,0.011207015478465398,0.006686720316472623,0.05061741374042282,0.010569495779249587,taxon_clustered_ols,,,,,0.06888395525097145,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio01,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio04,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio12,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio15,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_sfcwind_mean,mechanical,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_gsp,growing_season_water_input,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_purple_pixel_fraction,corolla_purple_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_npp,resource_productivity,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio01,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio04,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio12,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio15,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_sfcwind_mean,mechanical,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_gsp,growing_season_water_input,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_redmagenta_pixel_fraction,corolla_redmagenta_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_npp,resource_productivity,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio01,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio04,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio12,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio15,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_sfcwind_mean,mechanical,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_gsp,growing_season_water_input,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_white_pixel_fraction,corolla_white_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_npp,resource_productivity,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio01,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio04,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio12,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_bio15,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_sfcwind_mean,mechanical,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_gsp,growing_season_water_input,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,corolla_yellow_pixel_fraction,corolla_yellow_pixel_fraction,1,colour,descriptive_only,requires_botanical_calibration,linear_endpoint,chelsa_npp,resource_productivity,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_bio01,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_bio04,thermal,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_bio12,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_bio15,hydric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_sfcwind_mean,mechanical,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_gsp,growing_season_water_input,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,visible_floret_fraction,visible_floret_fraction,1,display,candidate,requires_botanical_calibration,linear_endpoint,chelsa_npp,resource_productivity,0,0,unexecuted_no_measurement,,,,,,,,,,,,False,True
within_taxon,within_taxon,involucre_surface_specular_fraction,involucre_surface_specular_fraction,1,exudate,validation_only,requires_botanical_calibration,linear_endpoint,chelsa_bio01,thermal,873,49,ok,0.024394406222020108,0.0273636422474139,-0.029237347068749798,0.07802615951279002,0.3726664951580493,taxon_clustered_ols,,,,,0.6403087962261028,False,True
within_taxon,within_taxon,involucre_surface_specular_fraction,involucre_surface_specular_fraction,1,exudate,validation_only,requires_botanical_calibration,linear_endpoint,chelsa_bio04,thermal,873,49,ok,-0.02766475496674194,0.02011267547061387,-0.06708487452188731,0.011755364588403431,0.16898003082054813,taxon_clustered_ols,,,,,0.399215322813545,False,True
within_taxon,within_taxon,involucre_surface_specular_fraction,involucre_surface_specular_fraction,1,exudate,validation_only,requires_botanical_calibration,linear_endpoint,chelsa_bio12,hydric,873,49,ok,0.014044012433624666,0.04015575277986084,-0.06465981678699673,0.09274784165424607,0.7265349631228823,taxon_clustered_ols,,,,,0.910561895656198,False,True
within_taxon,within_taxon,involucre_surface_specular_fraction,involucre_surface_specular_fraction,1,exudate,validation_only,requires_botanical_calibration,linear_endpoint,chelsa_bio15,hydric,873,49,ok,0.032600715529974685,0.06044735523251581,-0.0858739236864551,0.15107535474640446,0.5896632416254773,taxon_clustered_ols,,,,,0.8134770267679943,False,True
within_taxon,within_taxon,involucre_surface_specular_fraction,involucre_surface_specular_fraction,1,exudate,validation_only,requires_botanical_calibration,linear_endpoint,chelsa_rsds_mean,radiative_atmospheric,873,49,ok,0.04690150768470227,0.028720169053881354,-0.009388989290806983,0.10319200466021153,0.10245822045138142,taxon_clustered_ols,,,,,0.28477358331339836,False,True
within_taxon,within_taxon,involucre_surface_specular_fraction,involucre_surface_specular_fraction,1,exudate,validation_only,requires_botanical_calibration,linear_endpoint,chelsa_vpd_mean,radiative_atmospheric,873,49,ok,0.017917371131927862,0.03263229528592032,-0.04604075236135216,0.08187549462520788,0.5829583215470935,taxon_clustered_ols,,,,,0.8101406086205932,False,True
