group,taxon_name,kde_volume,environment_breadth,geographic_breadth_km
colour,Cirsium palustre,76.64844735232435,1.5423119148862041,3845.855029725142
colour,Cirsium pannonicum,74.2682980335498,1.2265031507686848,846.4596073275744
colour,Cirsium parryi,37.489296348781835,1.214282380497707,303.70088675728067
colour,Cirsium pumilum,73.92127951487791,1.0085591511833198,656.1940214400006
colour,Cirsium repandum,76.27514911954864,0.5053786128245641,228.19728946064816
colour,Cirsium rhaphilepis,63.87498478308804,1.3002245040649494,266.42889210556876
colour,Cirsium rivulare,70.77804788709165,1.0845897363862909,1020.2138113463211
colour,Cirsium scariosum,60.291848801068085,1.8519968463236156,797.6061515664774
colour,Cirsium serratuloides,71.37801885272864,1.169883024015658,927.0796523360073
colour,Cirsium serrulatum,75.50600691434059,0.7376524213945121,785.9863875692929
colour,Cirsium spinosissimum,51.06456698815056,1.7002083938450567,295.1532328999127
colour,Cirsium subcoriaceum,52.39054874715834,2.1232635777390554,1039.4114430487407
colour,Cirsium texanum,71.37129806909098,1.020584092591879,445.152461670621
colour,Cirsium tuberosum,70.63142003480775,1.26970016202656,634.8778658792585
colour,Cirsium ukranicum,60.012136286307026,0.5400524416664008,306.379437565948
colour,Cirsium undulatum,63.02214970232341,1.7115299359441367,1335.8736424943463
colour,Cirsium vulgare,90.46203569740553,2.020831866983926,8467.710804782804
colour,Cirsium wheeleri,60.28547046420141,1.1123728747963537,369.3572991504696
involucre,Cirsium arvense,114.8376064785546,1.606392859879758,6379.677153884859
involucre,Cirsium discolor,125.89901451394321,1.0083838814182238,874.2472763226282
involucre,Cirsium heterophyllum,128.56748684114604,1.184220266166823,1832.991276496578
involucre,Cirsium oleraceum,115.76351649531645,0.9369945599881264,1637.692427256129
involucre,Cirsium palustre,113.46515722436558,1.5117058088729087,4552.563086436108
involucre,Cirsium vulgare,102.10491146536077,2.1087009679646584,8904.340509870512
orientation,Cirsium acaulon,3.604308882389235,1.580175277699663,932.7369908847285
orientation,Cirsium altissimum,3.569077641492819,1.1792311525903196,791.1515756146603
orientation,Cirsium andersonii,3.264946819739104,1.3957065329139966,278.1198732445937
orientation,Cirsium arizonicum,3.8183185493396663,1.8218009831889714,486.74647485247414
orientation,Cirsium arvense,3.629038268859666,1.6981446543302376,6258.460602267063
orientation,Cirsium brevistylum,3.853095014706141,1.8954547031707702,722.2647788415493
orientation,Cirsium canescens,3.1433107005597565,1.3061898063338973,402.96854205778016
orientation,Cirsium canum,3.205308482284422,0.7628593614433916,1371.0136095792648
orientation,Cirsium carolinianum,3.23412382931436,0.651618804318704,600.6349572865415
orientation,Cirsium ciliatum,3.3922538370583535,1.3730323996225602,427.9737037871903
orientation,Cirsium cymosum,3.6114563803697823,1.3549697928172575,461.3888436824067
orientation,Cirsium discolor,3.4701649887262933,0.9709681178056675,870.5823989028971
orientation,Cirsium dissectum,3.179523388981857,1.2348044883943399,619.9212825802605
orientation,Cirsium drummondii,3.1896847343821415,0.8044399610814197,885.6129657591425
orientation,Cirsium echinus,3.934855177990079,1.4955793942983568,346.8806787661342
orientation,Cirsium edule,3.5075670682663525,1.8285240715511426,461.9113733651909
orientation,Cirsium ehrenbergii,3.418338012360068,1.7724616845174808,433.47348195974735
orientation,Cirsium erisithales,3.781025718318193,1.529800527683611,640.866909264433
orientation,Cirsium esculentum,3.40654108827074,1.3439126954081255,2212.6434041669318
orientation,Cirsium filipendulum,3.5563958977206216,1.3348805960641064,385.43985235032545
orientation,Cirsium flodmanii,3.516777164549376,0.8691802601053231,835.3203718198638
orientation,Cirsium helenioides,3.438893647373102,1.3616317557738118,1481.082108422624
orientation,Cirsium heterophyllum,3.284718860285772,1.2884493461638535,1872.0516289587817
orientation,Cirsium hookerianum,3.415851862956173,1.9806015557581071,363.0481773605147
orientation,Cirsium horridulum,3.6488084031899284,1.0578560805411898,981.1247990685675
orientation,Cirsium japonicum,3.453814602576834,1.777350400661811,1239.687268372071
orientation,Cirsium kamtschaticum,4.088017176432097,1.7723756618082551,1094.281295989978
orientation,Cirsium mexicanum,3.58360801800121,2.1221960607424477,1461.914763450808
orientation,Cirsium monspessulanum,3.6579104528224002,1.304474063454605,438.44137928354337
orientation,Cirsium muticum,3.4905669601624645,1.1033233906523,1114.427022789706
orientation,Cirsium neomexicanum,3.2603406743342678,1.8747156780977443,568.42678139022
orientation,Cirsium nuttallii,3.526886530912126,0.889456695692115,621.6393573894843
orientation,Cirsium obvallatum,3.7268332887467412,1.7758859389224266,305.64382120664334
orientation,Cirsium occidentale,3.443580018363255,1.7066744591300607,534.9394848824942
orientation,Cirsium ochrocentrum,3.4755646218243257,1.4197690091457065,649.8584783926756
orientation,Cirsium oleraceum,3.8486209365615522,1.0121073242247394,1471.4315143699273
orientation,Cirsium palustre,3.5050384091763034,1.5228324039328744,4371.400795896295
orientation,Cirsium pannonicum,3.266853746231588,1.215029868540753,772.2636974277398
orientation,Cirsium parryi,3.3725707942276557,1.2152163827073146,307.82592405813614
orientation,Cirsium pumilum,3.1535148081425146,0.9975927451992627,591.3808947709709
orientation,Cirsium repandum,3.451203629250283,0.5184871410358691,237.81692568680626
orientation,Cirsium rhaphilepis,3.2086447466441137,1.2999205656608661,264.61963588288813
orientation,Cirsium rivulare,3.1348079645918316,1.0716904700888368,999.8953121279746
orientation,Cirsium scariosum,3.813221917791331,1.8340771983031232,832.8737598665081
orientation,Cirsium serratuloides,3.5290743823429294,1.1353123695050669,930.5942560545543
orientation,Cirsium serrulatum,3.1657197044054763,0.7433023808115995,829.2488645186352
orientation,Cirsium spinosissimum,3.8553944007076795,1.698512610905643,285.6811435182718
orientation,Cirsium subcoriaceum,3.2732133413677538,2.1036386750051466,1042.2133447292244
orientation,Cirsium texanum,3.2923235751699442,1.021821621100237,453.7222071041298
orientation,Cirsium tuberosum,3.189723943603225,1.2655851686002926,631.6521835304835
orientation,Cirsium ukranicum,2.6999745591203546,0.5357539262138202,309.5297241714929
orientation,Cirsium undulatum,3.434276977352992,1.7190915551303019,1332.4857691475283
orientation,Cirsium vulgare,3.5226647483432725,2.0241984857020876,8362.861800477882
orientation,Cirsium wheeleri,3.252183411729839,1.1122074654407696,374.74686270639984
outline,Cirsium acaulon,76.65413593619107,1.6462419610270982,930.3096756570427
outline,Cirsium altissimum,76.77059353933848,1.1868240703636326,838.4340915911027
outline,Cirsium andersonii,105.41456951924607,1.3893957622944686,268.00998569081656
outline,Cirsium arizonicum,132.6760047036843,1.8300633497371779,506.1273820694623
outline,Cirsium arvense,79.05776860379355,1.684523568884718,6409.732815652496
outline,Cirsium brevistylum,120.26609465271466,1.8418465728876532,713.0868162906047
outline,Cirsium canescens,54.06846177112736,1.2873783869469988,392.48280280221843
outline,Cirsium canum,74.22558369228099,0.7637701942335302,1341.3476779165535
outline,Cirsium carolinianum,57.51885812801761,0.659695947558157,594.4051439623026
outline,Cirsium ciliatum,63.040871341747554,1.3766972191983138,421.7502471933981
outline,Cirsium cymosum,75.86513505454622,1.3124248607040534,469.54169887005514
outline,Cirsium discolor,70.02666626978151,0.9536897140144565,867.2220309859194
outline,Cirsium dissectum,94.2804574765365,1.2268574629201499,612.9498945440047
outline,Cirsium drummondii,74.89978903527728,0.7984726689647219,873.5253115237575
outline,Cirsium echinus,76.35833632270739,1.4777876806962553,313.8340152708397
outline,Cirsium edule,66.87006987892423,1.8406630783500315,470.2795958710302
outline,Cirsium ehrenbergii,97.64484838659185,1.829583856781396,416.943936652904
outline,Cirsium erisithales,91.97911206412536,1.4629133158594603,640.7821258424483
outline,Cirsium esculentum,92.33832615087452,1.2905304768771704,2179.0707923641075
outline,Cirsium filipendulum,81.525129985098,1.3194738545974627,386.72696290738565
outline,Cirsium flodmanii,80.15664953456658,0.8839921780791062,825.5288631525294
outline,Cirsium helenioides,94.94190751572978,1.3376248585621782,1418.9460915955017
outline,Cirsium heterophyllum,86.76143504299921,1.3675072717235701,1839.4086897891016
outline,Cirsium hookerianum,82.74385581109334,1.9789526679294558,368.2474561977417
outline,Cirsium horridulum,90.46222013803204,1.0537521263893794,989.9960288733348
outline,Cirsium japonicum,71.4464938718391,1.7959824237282511,1266.5625477766837
outline,Cirsium kamtschaticum,87.20568342036744,1.7878372740384143,1092.747722071347
outline,Cirsium mexicanum,79.85980392599966,2.083446870483366,1442.8618237294659
outline,Cirsium monspessulanum,85.13229323191621,1.312565680835142,419.0829888678379
outline,Cirsium muticum,79.38802285414165,1.0950688077060229,1135.8058221901313
outline,Cirsium neomexicanum,71.37933866549054,1.8512466435017298,550.3874934222177
outline,Cirsium nuttallii,74.30178686600775,0.8724767799229425,580.4630793052415
outline,Cirsium obvallatum,80.43485364871904,1.803358238403776,300.37260462911564
outline,Cirsium occidentale,86.05372649848181,1.7040082688461697,527.2292831863072
outline,Cirsium ochrocentrum,92.42277552283258,1.4605662611374086,647.4494260320473
outline,Cirsium oleraceum,97.90018562042579,1.0402719865678662,1530.5179648159165
outline,Cirsium palustre,85.15315924054092,1.5139834251726283,4212.69679201291
outline,Cirsium pannonicum,73.27999681308087,1.1952284440748528,817.1941741479727
outline,Cirsium parryi,91.51183131535046,1.2450798930121243,301.65442438959235
outline,Cirsium pumilum,80.61904607449003,0.9821986645632499,599.9457232268342
outline,Cirsium repandum,67.71318568971367,0.49686276966071385,227.19952154855955
outline,Cirsium rhaphilepis,77.4194403658599,1.319872720046797,259.08621608312757
outline,Cirsium rivulare,74.11159196269874,1.0591971760146417,990.9305560035139
outline,Cirsium scariosum,97.2326088958947,1.813159178233323,822.4501935278886
outline,Cirsium serratuloides,78.94619578137566,1.1734238053472255,924.8911655452017
outline,Cirsium serrulatum,75.93543120044855,0.7345094278293888,875.7359226609339
outline,Cirsium spinosissimum,114.16142648513815,1.7925653363996552,289.0371884274477
outline,Cirsium subcoriaceum,80.93369212480128,2.0667764621458886,1049.9554634909264
outline,Cirsium texanum,78.17958188937926,1.0109623171659339,452.57121250070156
outline,Cirsium tuberosum,89.140690807874,1.2761919204179262,638.0122897700655
outline,Cirsium ukranicum,59.98025414266921,0.5390921692101848,310.9195411971808
outline,Cirsium undulatum,86.13466814198017,1.7311539259801552,1353.2412649526937
outline,Cirsium vulgare,87.67381168535724,2.078473545221565,8371.721034870503
outline,Cirsium wheeleri,69.45056694903911,1.1092604950649285,359.89669500037917
whole,Cirsium arvense,165.25844609038165,1.6158097874944108,6424.350313595299
whole,Cirsium heterophyllum,217.20534588609002,1.2046653774639378,1816.0064625898183
whole,Cirsium oleraceum,111.82072726131628,0.9571091213674245,1507.0612535709706
whole,Cirsium palustre,122.9927149220999,1.6074626959106597,4881.98505585597
whole,Cirsium vulgare,152.0247683302585,2.116945207978442,8852.812422344025
